784,64,10,
0.0765953,0.564482,0.965428,0.862812,0.576258,0.417947,0.884435,0.136311,0.965057,0.347676,0.920525,0.0234046,0.221795,0.827794,0.618793,0.16695,0.520346,0.425669,0.353061,0.00261558,0.461352,0.38048,0.0314514,0.348477,0.492404,0.0257416,0.418485,0.226956,0.88638,0.107398,0.225564,0.821668,0.527152,0.0823433,0.762498,0.986058,0.652867,0.0820883,0.721585,0.654541,0.856299,0.0223989,0.710885,0.135043,0.0558594,0.422879,0.600838,0.489374,0.965521,0.289975,0.309715,0.772333,0.029085,0.105509,0.792237,0.254879,0.463667,0.0791684,0.708573,0.901036,0.810081,0.0984565,0.0768295,0.173627,
0.834677,0.300766,0.618413,0.776471,0.216902,0.19426,0.691009,0.24028,0.243196,0.537691,0.334647,0.922945,0.166807,0.675114,0.368563,0.0634257,0.211534,0.976017,0.594715,0.263516,0.056803,0.155816,0.419508,0.615391,0.863223,0.177479,0.173146,0.371655,0.213464,0.884212,0.102213,0.631776,0.887571,0.371417,0.171518,0.015927,0.454808,0.823122,0.751852,0.413865,0.543447,0.583407,0.94292,0.563827,0.340117,0.0919494,0.605668,0.501204,0.298542,0.286715,0.407405,0.39534,0.438595,0.956073,0.165844,0.293918,0.0542659,0.633082,0.542167,0.0047378,0.275629,0.789628,0.924368,0.178605,
0.299162,0.470317,0.295622,0.882277,0.581383,0.733191,0.501514,0.0965476,0.394278,0.763491,0.716158,0.244504,0.575539,0.985321,0.0643346,0.607623,0.239118,0.86292,0.990369,0.179334,0.188376,0.653378,0.439772,0.674759,0.577517,0.0813643,0.604707,0.813961,0.43066,0.225736,0.415009,0.226081,0.743066,0.624805,0.196388,0.0639036,0.817429,0.82575,0.835306,0.0417095,0.170292,0.285708,0.556096,0.498591,0.483045,0.0756279,0.39416,0.352318,0.35861,0.288944,0.131326,0.0381221,0.908871,0.323856,0.995837,0.420823,0.265509,0.053966,0.356914,0.709876,0.454241,0.630704,0.345477,0.0614517,
0.234206,0.987121,0.0928368,0.951084,0.676739,0.241258,0.546579,0.0815448,0.764701,0.775346,0.647652,0.660683,0.712116,0.191728,0.603597,0.936998,0.995059,0.249529,0.807718,0.525007,0.685374,0.475405,0.660985,0.983158,0.572127,0.0877212,0.0829711,0.663564,0.811883,0.59249,0.925442,0.865175,0.643532,0.22724,0.866509,0.267841,0.296845,0.504388,0.85199,0.179517,0.9331,0.349056,0.176968,0.275197,0.564728,0.651899,0.142849,0.823476,0.917325,0.0174567,0.81578,0.811189,0.107109,0.875126,0.94331,0.454349,0.671432,0.584943,0.0335351,0.0359668,0.0600259,0.428306,0.373391,0.618057,
0.01419,0.643522,0.660405,0.935828,0.317915,0.448705,0.832541,0.480104,0.263675,0.471162,0.968475,0.0877965,0.221083,0.472675,0.744167,0.448277,0.824277,0.127186,0.332229,0.872153,0.15753,0.468529,0.0430068,0.820473,0.0753495,0.879478,0.922023,0.873786,0.927167,0.189091,0.811464,0.0252937,0.448282,0.227955,0.897238,0.712345,0.509852,0.247954,0.543749,0.0554629,0.984876,0.47258,0.879912,0.656242,0.408735,0.41151,0.31874,0.730438,0.428401,0.645839,0.635388,0.270317,0.707354,0.1725,0.402933,0.0882393,0.978152,0.112945,0.658406,0.752072,0.967124,0.605603,0.456767,0.488416,
0.882908,0.696916,0.439389,0.284571,0.259523,0.379812,0.317335,0.92188,0.979696,0.308152,0.484808,0.170685,0.587524,0.608315,0.000799623,0.500385,0.720729,0.301695,0.177268,0.121206,0.792736,0.504494,0.0932915,0.284244,0.770119,0.659783,0.513431,0.449926,0.602536,0.767271,0.538239,0.0568026,0.520109,0.816459,0.855305,0.919515,0.937123,0.201469,0.473593,0.507913,0.768358,0.154736,0.88164,0.0870083,0.742881,0.0550933,0.867059,0.105055,0.145268,0.259419,0.257571,0.646402,0.206846,0.103704,0.607171,0.049044,0.5104,0.539198,0.60007,0.64955,0.992654,0.567972,0.839149,0.562302,
0.895795,0.148914,0.869718,0.0737137,0.101021,0.697322,0.0640344,0.655934,0.331178,0.527797,0.249061,0.248692,0.488926,0.295664,0.117603,0.853316,0.990364,0.701456,0.682757,0.283935,0.361702,0.862748,0.174321,0.562181,0.059835,0.518661,0.176395,0.84203,0.477388,0.036804,0.944134,0.953187,0.0851455,0.975856,0.414347,0.808403,0.869496,0.506194,0.277906,0.766803,0.213038,0.703558,0.211831,0.240992,0.313168,0.742764,0.25241,0.476677,0.3813,0.231373,0.952731,0.173149,0.211877,0.8396,0.809867,0.0982788,0.468517,0.613873,0.609278,0.108489,0.564855,0.855985,0.708749,0.616046,
0.774262,0.406677,0.257864,0.237257,0.487223,0.702253,0.0238732,0.383035,0.80148,0.438325,0.595299,0.811027,0.454164,0.536705,0.469351,0.832892,0.346938,0.85371,0.51759,0.916731,0.728541,0.489734,0.623644,0.931503,0.968483,0.673061,0.467609,0.0796832,0.126312,0.456304,0.404934,0.216634,0.088234,0.376626,0.909525,0.506901,0.137811,0.963708,0.97231,0.796874,0.838031,0.181793,0.58898,0.448218,0.162415,0.074509,0.56462,0.25877,0.755836,0.980732,0.490902,0.0620778,0.407115,0.609407,0.413138,0.348409,0.670508,0.900306,0.974303,0.686037,0.854946,0.403492,0.843357,0.0477968,
0.207182,0.810021,0.813155,0.555873,0.338056,0.655841,0.258197,0.804012,0.171965,0.164482,0.0953071,0.870028,0.49442,0.517711,0.746576,0.391725,0.795657,0.24286,0.109769,0.62956,0.959525,0.346153,0.720052,0.39194,0.245905,0.294789,0.045666,0.895909,0.675315,0.0656634,0.427329,0.0340891,0.767248,0.953276,0.0361129,0.276959,0.340299,0.707002,0.729792,0.298213,0.18467,0.723982,0.496394,0.311961,0.278597,0.501505,0.903883,0.543278,0.219361,0.680041,0.189294,0.0339742,0.236981,0.0412848,0.510463,0.576969,0.215949,0.0112877,0.756937,0.967527,0.754669,0.581217,0.0893355,0.653947,
0.851886,0.1968,0.0283869,0.351583,0.561862,0.430594,0.886582,0.944516,0.0503717,0.0408719,0.986668,0.248816,0.958913,0.652635,0.851084,0.790987,0.89659,0.210476,0.090397,0.970152,0.857787,0.563214,0.603987,0.704777,0.980553,0.341864,0.4428,0.642534,0.0423527,0.178141,0.361881,0.765069,0.896596,0.0939549,0.590945,0.281585,0.505854,0.853765,0.857923,0.259163,0.682941,0.92089,0.40913,0.268589,0.820812,0.934843,0.363165,0.952805,0.649861,0.0602164,0.815036,0.443902,0.307483,0.583919,0.0983534,0.0537745,0.110311,0.815607,0.661349,0.610446,0.110755,0.29461,0.468964,0.252603,
